"specimen_number","longitude","latitude","elev_prism_m","clim_year","clim_month","ppt_mm","tmin","tave","tmax","clim_date"
"UC1529013",-120.1137,35.5657,580,1963,6,3.26,9.8,19.7,29.5,196306
"UC1529013",-120.1137,35.5657,580,1963,7,0,12.7,23.5,34.3,196307
"UC1529013",-120.1137,35.5657,580,1963,8,0,13.9,24.2,34.5,196308
"UC1529013",-120.1137,35.5657,580,1963,9,9.32,12.7,22.3,32,196309
"UC1529013",-120.1137,35.5657,580,1963,10,28.73,11.3,18,24.8,196310
"UC1529013",-120.1137,35.5657,580,1963,11,54.64,3.8,10.3,16.8,196311
"UC1529013",-120.1137,35.5657,580,1963,12,1.88,0.4,6.7,13,196312
"UC1529013",-120.1137,35.5657,580,1964,1,32.72,-0.4,6.6,13.6,196401
"UC1529013",-120.1137,35.5657,580,1964,2,1.75,0.9,8.6,16.3,196402
"UC1529013",-120.1137,35.5657,580,1964,3,19.86,2.8,9.8,16.8,196403
"UC1529013",-120.1137,35.5657,580,1964,4,20.52,5.2,13.1,21,196404
"UC1529013",-120.1137,35.5657,580,1964,5,9.03,6.9,15.5,24.1,196405
"UC1529013",-120.1137,35.5657,580,1964,6,2.94,10.7,20.5,30.4,196406
"UC1529013",-120.1137,35.5657,580,1964,7,0,14.9,25.3,35.8,196407
"UC1529013",-120.1137,35.5657,580,1964,8,0,15.2,25.2,35.3,196408
"UC1529013",-120.1137,35.5657,580,1964,9,3.39,10.2,20.4,30.5,196409
"UC1529013",-120.1137,35.5657,580,1964,10,35.41,12.3,20.3,28.3,196410
"UC1529013",-120.1137,35.5657,580,1964,11,38.47,3.9,9.7,15.5,196411
"UC1529013",-120.1137,35.5657,580,1964,12,32.32,3.9,9.2,14.6,196412
"UC1529013",-120.1137,35.5657,580,1965,1,27.92,3,8.3,13.6,196501
"UC1529013",-120.1137,35.5657,580,1965,2,14.59,3,9.9,16.8,196502
"UC1529013",-120.1137,35.5657,580,1965,3,31.22,4.1,10.6,17.2,196503
"UC1529013",-120.1137,35.5657,580,1965,4,74.72,6.5,13.1,19.6,196504
"UC1529013",-120.1137,35.5657,580,1965,5,0,8,17.1,26.3,196505
"UC1529013",-120.1137,35.5657,580,1965,6,0,9.6,19,28.4,196506
"UC1529013",-120.1137,35.5657,580,1965,7,0.56,14.1,24.4,34.7,196507
"UC1529013",-120.1137,35.5657,580,1965,8,0,15.2,25.1,35,196508
"UC1529013",-120.1137,35.5657,580,1965,9,0.38,9.7,19.3,28.9,196509
"UC1529013",-120.1137,35.5657,580,1965,10,0,10.8,19.5,28.1,196510
"UC1529013",-120.1137,35.5657,580,1965,11,128.85,6,11.7,17.4,196511
"UC1529013",-120.1137,35.5657,580,1965,12,63.51,0.8,6.5,12.1,196512
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,1,64.43,-3.8,3.7,11.2,195101
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,2,38.44,-3.6,4.2,12,195102
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,3,18.77,-2.4,6.3,15.1,195103
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,4,41.28,0.2,9.8,19.5,195104
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,5,3.72,2.4,13.4,24.3,195105
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,6,0,5.8,17.4,29.1,195106
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,7,0,9.4,21.4,33.5,195107
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,8,0,8.1,20.8,33.5,195108
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,9,0,5.5,18.3,31,195109
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,10,20.38,1.6,12.5,23.4,195110
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,11,51.5,-1.1,7,15.1,195111
"CAS-BOT-BC38",-119.2224,34.7273,1460,1951,12,141.4,-4.2,2.5,9.2,195112
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,1,370.86,-5.7,0.9,7.6,195201
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,2,7.37,-3,4.1,11.2,195202
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,3,206.69,-4.3,2.6,9.5,195203
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,4,57.77,0.1,9.4,18.7,195204
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,5,0,4.6,15.1,25.6,195205
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,6,0,2.7,14,25.4,195206
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,7,8.1,9.2,21.2,33.3,195207
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,8,0,8.5,21.1,33.6,195208
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,9,8.89,7.1,18.8,30.5,195209
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,10,0,3.7,14.8,26,195210
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,11,79.91,-2.6,5.5,13.6,195211
"CAS-BOT-BC38",-119.2224,34.7273,1460,1952,12,146.07,-3.4,3.3,10,195212
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,1,44.42,-1.5,6.1,13.7,195301
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,2,1.15,-4,4.4,12.7,195302
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,3,14.37,-3.1,5.7,14.6,195303
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,4,38.21,-0.6,8.7,18.1,195304
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,5,2.64,-0.6,9.9,20.4,195305
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,6,0.73,3.9,14.6,25.3,195306
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,7,0,10.5,22.5,34.5,195307
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,8,0,6.9,19.2,31.5,195308
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,9,0,5.6,17.9,30.1,195309
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,10,0,0.9,12.2,23.6,195310
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,11,57.53,0,8.5,17,195311
"CAS-BOT-BC38",-119.2224,34.7273,1460,1953,12,2.67,-3.7,4.3,12.3,195312
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,1,146.17,-4.1,3.5,11.1,195401
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,2,95.75,-0.9,7.6,16.1,195402
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,3,113.03,-2.9,5,12.9,195403
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,4,10.67,1.9,11.4,20.9,195404
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,5,0,3.9,14.9,25.9,195405
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,6,0,4.7,16.2,27.8,195406
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,7,0,10.6,22.5,34.3,195407
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,8,0,6.2,18.5,30.9,195408
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,9,0,4.2,16.6,29,195409
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,10,0,0.7,12.3,23.9,195410
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,11,32.45,0.1,8.9,17.7,195411
"CAS-BOT-BC38",-119.2224,34.7273,1460,1954,12,56.01,-3.8,3.5,10.8,195412
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,1,116.43,-5.7,1.1,7.8,195501
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,2,67.42,-4.8,2.7,10.3,195502
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,3,12.85,-2.6,6.2,15,195503
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,4,50.57,-2.2,7.5,17.2,195504
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,5,81.05,1.7,12.2,22.7,195505
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,6,0,4.6,16.2,27.7,195506
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,7,0,7,19.2,31.4,195507
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,8,0.53,9.6,22.3,34.9,195508
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,9,0,5.9,18.1,30.3,195509
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,10,0,2.5,13.5,24.5,195510
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,11,34.95,-1.6,7.1,15.8,195511
"CAS-BOT-BC38",-119.2224,34.7273,1460,1955,12,129.58,-1.7,4.7,11.2,195512
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,1,171.51,-2.2,5.1,12.3,195601
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,2,28.15,-5.5,1.8,9.2,195602
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,3,0,-2.2,6.9,16,195603
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,4,90.94,-0.5,8.6,17.7,195604
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,5,44.74,2.5,12.7,23,195605
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,6,0,5.6,17.4,29.3,195606
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,7,0,8.5,20.5,32.6,195607
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,8,0,5.7,18.7,31.6,195608
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,9,0,5.6,18.1,30.6,195609
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,10,4.38,1,11.2,21.4,195610
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,11,0,-1.1,8.5,18,195611
"CAS-BOT-BC38",-119.2224,34.7273,1460,1956,12,9.98,-2.8,5.6,13.9,195612
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,1,156.65,-5.4,1.3,7.9,195701
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,2,73.27,0,6.7,13.4,195702
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,3,49.96,-1,6.5,14,195703
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,4,54.73,-0.4,9,18.3,195704
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,5,32.84,1.2,11.2,21.2,195705
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,6,4.45,7.2,19,30.7,195706
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,7,0,8.8,21,33.2,195707
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,8,0,7.6,20.1,32.7,195708
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,9,1.95,5,17,29.1,195709
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,10,45.52,0.9,10.7,20.4,195710
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,11,15.02,-2.5,5.8,14,195711
"CAS-BOT-BC38",-119.2224,34.7273,1460,1957,12,188.69,-2.2,5.4,13,195712
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,1,73.77,-2.8,4.8,12.5,195801
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,2,264.44,-0.6,5.9,12.4,195802
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,3,182.82,-3.3,3.6,10.5,195803
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,4,215.45,0.4,9.2,18,195804
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,5,8.12,3.5,14.3,25.2,195805
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,6,0,4.7,16.2,27.7,195806
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,7,0,8.3,20.3,32.2,195807
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,8,0,10.1,22.4,34.8,195808
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,9,54.98,6.3,18.1,29.9,195809
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,10,1.76,4.5,15.4,26.4,195810
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,11,5.06,-1.1,7.8,16.7,195811
"CAS-BOT-BC38",-119.2224,34.7273,1460,1958,12,0.33,-0.1,8.3,16.7,195812
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,1,77.09,-2.4,5.5,13.4,195901
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,2,197.36,-4.1,2.8,9.7,195902
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,3,0,-0.2,8.9,17.9,195903
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,4,31.88,2.6,12.6,22.6,195904
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,5,0,1.4,12,22.6,195905
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,6,0,6.9,18.8,30.6,195906
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,7,0,11.1,23.3,35.5,195907
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,8,0,8.9,20.9,32.9,195908
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,9,1.26,5.1,16.3,27.5,195909
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,10,0,3.7,14.4,25.1,195910
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,11,0,0.1,9.7,19.4,195911
"CAS-BOT-BC38",-119.2224,34.7273,1460,1959,12,35.33,-2,5.6,13.3,195912
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,1,100.2,-5.2,1.6,8.4,196001
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,2,68.59,-3.2,3.5,10.3,196002
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,3,35.24,-0.1,8.2,16.6,196003
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,4,64.54,0.2,9.7,19.1,196004
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,5,0,2.3,13.1,23.9,196005
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,6,0,8.4,20.5,32.5,196006
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,7,0,10.8,22.7,34.7,196007
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,8,0,8.1,21,33.8,196008
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,9,0,6.8,18.9,31,196009
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,10,1.47,1.5,12.2,23,196010
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,11,129.14,-1.5,6.3,14.2,196011
"CAS-BOT-BC38",-119.2224,34.7273,1460,1960,12,11.57,-3.5,4.4,12.3,196012
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,1,42.2,-2.5,5.9,14.2,196101
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,2,0.33,-2.1,5.5,13.1,196102
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,3,16.01,-2.3,5.7,13.8,196103
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,4,6.88,0.3,10.4,20.5,196104
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,5,1.22,0.9,11.3,21.7,196105
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,6,0,8.3,19.8,31.3,196106
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,7,0,10.8,22.7,34.5,196107
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,8,10.62,9.9,21.7,33.4,196108
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,9,0,4.4,16.2,27.9,196109
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,10,0,2.2,12.7,23.3,196110
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,11,89.11,-2.6,5.9,14.4,196111
"CAS-BOT-BC38",-119.2224,34.7273,1460,1961,12,49.33,-3.5,3.5,10.5,196112
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,1,68.92,-4.3,3.7,11.6,196201
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,2,506.54,-2.3,3.6,9.6,196202
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,3,40.02,-3.9,3.4,10.6,196203
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,4,0,2,11.9,21.9,196204
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,5,6.09,0.6,11,21.4,196205
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,6,0,5.5,17.4,29.2,196206
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,7,0,8.4,20.7,33,196207
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,8,0,8.3,20.8,33.3,196208
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,9,0,5.3,17.5,29.8,196209
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,10,8.28,2.2,12.6,23,196210
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,11,0,-0.1,8.5,17.2,196211
"CAS-BOT-BC38",-119.2224,34.7273,1460,1962,12,1.45,-2.2,6,14.2,196212
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,1,7.75,-5.2,3.1,11.5,196301
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,2,169.85,1.1,8.3,15.4,196302
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,3,77.21,-2.8,5.1,13,196303
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,4,66.75,-2.2,6.7,15.5,196304
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,5,4.78,3.1,12.9,22.8,196305
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,6,10.73,4.8,15.6,26.4,196306
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,7,0,7.9,19.7,31.5,196307
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,8,0.51,7.8,20.1,32.4,196308
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,9,59.82,7.4,18.5,29.5,196309
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,10,17.45,3.9,13.1,22.3,196310
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,11,85.65,-0.5,7,14.5,196311
"CAS-BOT-BC38",-119.2224,34.7273,1460,1963,12,0.22,-3,5.1,13.2,196312
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,1,67.08,-4.8,2.9,10.6,196401
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,2,0.12,-4.3,4.2,12.7,196402
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,3,43.67,-3.8,4.4,12.5,196403
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,4,59.26,-0.9,8.5,17.9,196404
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,5,8.16,1.2,11.5,21.8,196405
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,6,1.8,5,16.3,27.5,196406
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,7,0,9.4,21.2,33,196407
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,8,3.1,9,21.1,33.2,196408
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,9,0,4.6,16.3,28,196409
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,10,22.42,4.7,15.4,26.1,196410
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,11,44.81,-2.5,4.8,12,196411
"CAS-BOT-BC38",-119.2224,34.7273,1460,1964,12,133.91,-2.1,4.4,10.9,196412
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,1,16.61,-3,4.5,12,196501
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,2,9.35,-3,4.9,12.8,196502
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,3,20.92,-2,5.4,12.8,196503
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,4,179.39,-0.7,8,16.7,196504
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,5,0,1.8,12.3,22.9,196505
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,6,0,3.1,14.3,25.5,196506
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,7,0.94,8.2,20,31.8,196507
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,8,10.07,9.2,21,32.8,196508
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,9,7.71,2.9,14.3,25.7,196509
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,10,0,4,15,26,196510
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,11,371.44,0.6,7.8,15,196511
"CAS-BOT-BC38",-119.2224,34.7273,1460,1965,12,179.26,-3.8,2.4,8.7,196512
"CAS-BOT-BC38",-120.209,35.78,618,1951,1,47.81,0.8,6.8,12.8,195101
"CAS-BOT-BC38",-120.209,35.78,618,1951,2,29.97,1.3,8,14.7,195102
"CAS-BOT-BC38",-120.209,35.78,618,1951,3,7.94,2.1,9.9,17.7,195103
"CAS-BOT-BC38",-120.209,35.78,618,1951,4,21.22,5.5,13.8,22.1,195104
"CAS-BOT-BC38",-120.209,35.78,618,1951,5,3.88,8.3,17.6,26.9,195105
"CAS-BOT-BC38",-120.209,35.78,618,1951,6,0,11.8,21.8,31.7,195106
"CAS-BOT-BC38",-120.209,35.78,618,1951,7,0,14.9,25.3,35.7,195107
"CAS-BOT-BC38",-120.209,35.78,618,1951,8,0,14.6,25.1,35.6,195108
"CAS-BOT-BC38",-120.209,35.78,618,1951,9,0,12.8,23.1,33.5,195109
"CAS-BOT-BC38",-120.209,35.78,618,1951,10,10.84,8.9,17.4,25.9,195110
"CAS-BOT-BC38",-120.209,35.78,618,1951,11,44.95,4.5,11.5,18.6,195111
"CAS-BOT-BC38",-120.209,35.78,618,1951,12,100.04,0.2,6,11.8,195112
"CAS-BOT-BC38",-120.209,35.78,618,1952,1,132.01,0.2,5.5,10.8,195201
"CAS-BOT-BC38",-120.209,35.78,618,1952,2,14.23,2.7,9,15.3,195202
"CAS-BOT-BC38",-120.209,35.78,618,1952,3,111.71,2.2,7.8,13.3,195203
"CAS-BOT-BC38",-120.209,35.78,618,1952,4,29.32,6.3,13.7,21.2,195204
"CAS-BOT-BC38",-120.209,35.78,618,1952,5,0,8.4,18.3,28.2,195205
"CAS-BOT-BC38",-120.209,35.78,618,1952,6,0.06,8.9,18.4,27.9,195206
"CAS-BOT-BC38",-120.209,35.78,618,1952,7,0,16.9,26.6,36.3,195207
"CAS-BOT-BC38",-120.209,35.78,618,1952,8,0,15.2,25.4,35.5,195208
"CAS-BOT-BC38",-120.209,35.78,618,1952,9,3.2,12.3,22.7,33.2,195209
"CAS-BOT-BC38",-120.209,35.78,618,1952,10,0,11.5,20.1,28.6,195210
"CAS-BOT-BC38",-120.209,35.78,618,1952,11,56,2.4,9.9,17.5,195211
"CAS-BOT-BC38",-120.209,35.78,618,1952,12,120.71,2.1,7.8,13.5,195212
"CAS-BOT-BC38",-120.209,35.78,618,1953,1,29.98,2.7,9.1,15.5,195301
"CAS-BOT-BC38",-120.209,35.78,618,1953,2,0,0.4,8.3,16.2,195302
"CAS-BOT-BC38",-120.209,35.78,618,1953,3,16.95,1.5,9.7,17.8,195303
"CAS-BOT-BC38",-120.209,35.78,618,1953,4,30.32,4.1,12.6,21.2,195304
"CAS-BOT-BC38",-120.209,35.78,618,1953,5,6.29,3.9,13.2,22.6,195305
"CAS-BOT-BC38",-120.209,35.78,618,1953,6,0.78,9.4,18.8,28.2,195306
"CAS-BOT-BC38",-120.209,35.78,618,1953,7,0,16.5,26.9,37.2,195307
"CAS-BOT-BC38",-120.209,35.78,618,1953,8,0,13.4,23.1,32.8,195308
"CAS-BOT-BC38",-120.209,35.78,618,1953,9,0,14,23.3,32.5,195309
"CAS-BOT-BC38",-120.209,35.78,618,1953,10,0,7.3,16.7,26,195310
"CAS-BOT-BC38",-120.209,35.78,618,1953,11,55.02,5.2,11.9,18.5,195311
"CAS-BOT-BC38",-120.209,35.78,618,1953,12,4.06,-0.3,7.4,15.1,195312
"CAS-BOT-BC38",-120.209,35.78,618,1954,1,84.09,0.8,6.9,13.1,195401
"CAS-BOT-BC38",-120.209,35.78,618,1954,2,60.23,1.9,9.8,17.6,195402
"CAS-BOT-BC38",-120.209,35.78,618,1954,3,80.33,2.2,8.6,15,195403
"CAS-BOT-BC38",-120.209,35.78,618,1954,4,11.47,7.8,15.7,23.7,195404
"CAS-BOT-BC38",-120.209,35.78,618,1954,5,2.41,8.7,18.6,28.4,195405
"CAS-BOT-BC38",-120.209,35.78,618,1954,6,0.65,10.9,20.4,30,195406
"CAS-BOT-BC38",-120.209,35.78,618,1954,7,0,16.8,26.8,36.8,195407
"CAS-BOT-BC38",-120.209,35.78,618,1954,8,0,13.1,23,32.9,195408
"CAS-BOT-BC38",-120.209,35.78,618,1954,9,0,10.8,21,31.1,195409
"CAS-BOT-BC38",-120.209,35.78,618,1954,10,0,8.8,17.5,26.3,195410
"CAS-BOT-BC38",-120.209,35.78,618,1954,11,27.37,4.5,11.8,19.2,195411
"CAS-BOT-BC38",-120.209,35.78,618,1954,12,52.98,0.6,7,13.3,195412
"CAS-BOT-BC38",-120.209,35.78,618,1955,1,102.32,-1.5,4.4,10.3,195501
"CAS-BOT-BC38",-120.209,35.78,618,1955,2,52.84,0.1,7.2,14.2,195502
"CAS-BOT-BC38",-120.209,35.78,618,1955,3,9.2,2.2,10,17.9,195503
"CAS-BOT-BC38",-120.209,35.78,618,1955,4,35.61,2.3,10.7,19.1,195504
"CAS-BOT-BC38",-120.209,35.78,618,1955,5,34.27,7.9,16.6,25.2,195505
"CAS-BOT-BC38",-120.209,35.78,618,1955,6,0,10.3,20.3,30.4,195506
"CAS-BOT-BC38",-120.209,35.78,618,1955,7,0,12.7,23.2,33.7,195507
"CAS-BOT-BC38",-120.209,35.78,618,1955,8,0.4,16,26.6,37.3,195508
"CAS-BOT-BC38",-120.209,35.78,618,1955,9,0,12.3,22.8,33.4,195509
"CAS-BOT-BC38",-120.209,35.78,618,1955,10,0,9.9,18.7,27.4,195510
"CAS-BOT-BC38",-120.209,35.78,618,1955,11,33.37,1.9,9.9,17.9,195511
"CAS-BOT-BC38",-120.209,35.78,618,1955,12,172.72,2.3,8,13.7,195512
"CAS-BOT-BC38",-120.209,35.78,618,1956,1,86.02,1.6,7.5,13.4,195601
"CAS-BOT-BC38",-120.209,35.78,618,1956,2,19.44,-1.6,5.5,12.6,195602
"CAS-BOT-BC38",-120.209,35.78,618,1956,3,0,1.5,10.1,18.6,195603
"CAS-BOT-BC38",-120.209,35.78,618,1956,4,36.81,4.3,12.3,20.4,195604
"CAS-BOT-BC38",-120.209,35.78,618,1956,5,23.33,7.4,16.5,25.6,195605
"CAS-BOT-BC38",-120.209,35.78,618,1956,6,0,11.5,21.8,32.1,195606
"CAS-BOT-BC38",-120.209,35.78,618,1956,7,0,15.4,25.5,35.7,195607
"CAS-BOT-BC38",-120.209,35.78,618,1956,8,0,13.3,23.6,33.9,195608
"CAS-BOT-BC38",-120.209,35.78,618,1956,9,0,12.4,22.7,32.9,195609
"CAS-BOT-BC38",-120.209,35.78,618,1956,10,18.35,8.4,16.2,24,195610
"CAS-BOT-BC38",-120.209,35.78,618,1956,11,0,1.9,11.6,21.3,195611
"CAS-BOT-BC38",-120.209,35.78,618,1956,12,5.81,-0.4,8,16.3,195612
"CAS-BOT-BC38",-120.209,35.78,618,1957,1,91.19,-1.6,5.1,11.8,195701
"CAS-BOT-BC38",-120.209,35.78,618,1957,2,55.27,4.4,9.9,15.5,195702
"CAS-BOT-BC38",-120.209,35.78,618,1957,3,23.73,3.6,10.7,17.7,195703
"CAS-BOT-BC38",-120.209,35.78,618,1957,4,42.46,5.4,13.5,21.6,195704
